ID;Código (SKU);Descrição;Unidade;Classificação fiscal;Origem;Preço;Valor IPI fixo;Observações;Situação;Estoque;Preço de custo;Cód do Fornecedor;Fornecedor;Localização;Estoque máximo;Estoque mínimo;Peso líquido (Kg);Peso bruto (Kg);GTIN/EAN;GTIN/EAN tributável;Descrição complementar;CEST;Código de Enquadramento IPI;Formato embalagem;Largura embalagem;Altura embalagem;Comprimento embalagem;Diâmetro embalagem;Tipo do produto;URL imagem 1;URL imagem 2;URL imagem 3;URL imagem 4;URL imagem 5;URL imagem 6;Categoria;Código do pai;Variações;Marca;Garantia;Sob encomenda;Preço promocional;URL imagem externa 1;URL imagem externa 2;URL imagem externa 3;URL imagem externa 4;URL imagem externa 5;URL imagem externa 6;Link do vídeo;Título SEO;Descrição SEO;Palavras chave SEO;Slug;Dias para preparação;Controlar lotes;Unidade por caixa;URL imagem externa 7;URL imagem externa 8;URL imagem externa 9;URL imagem externa 10;Markup;Permitir inclusão nas vendas;EX TIPI
336267540;272;Bobina de Papel Kraft 40cm X 200mt x 6,5kg 80gr;UN;4804.29.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;124;0;;Ativo;16;77,35;442;;;0;0;6,5;6,5;7898655460194;;"<h3><strong>Bobina de Papel Kraft</strong></h3> <p>O papel Kraft é um material amplamente reconhecido por sua resistência, durabilidade e versatilidade, sendo utilizado em diversas indústrias e aplicações cotidianas. Fabricado a partir de fibras de celulose virgens ou recicladas, o papel Kraft possui uma aparência rústica e natural, frequentemente associada à sustentabilidade e robustez.<br>O papel Kraft é uma solução ideal para quem busca um material resistente, sustentável e versátil, capaz de atender a diversas necessidades com eficiência e estilo. Seja para uso industrial, comercial ou artesanal, o papel Kraft oferece uma combinação única de durabilidade e estética natural, tornando-se uma escolha confiável e ecologicamente consciente.</p> <h3><strong>Especificações:</strong></h3> <p>Material: Kraft Natural 80g</p> <p>Largura: 40cm</p> <p>Comprimento: 200 metros</p> <p>Gramatura: 80gr/m²</p> <h3><strong>Recomendado Para:</strong></h3> <ul> <li>E-commerce / Loja Virtual</li> <li>Transportadoras</li> <li>Correios</li> <li>Courrier</li> <li>Envio de documentos</li> <li>Instituições financeira</li> <li>Indústria</li> </ul> <p> </p> <p>??Na MHM Caixas e Embalagens você também encontra: <a href=""https://new.mhmcaixas.com.br/caixas-para-ecommerce/""><strong>Caixas de Papelão para Correios</strong></a>, <strong><a href=""https://new.mhmcaixas.com.br/sacos-e-sacolas/"">Sacos e Sacolas</a>,</strong> <a href=""https://new.mhmcaixas.com.br/fitas-adesivas/""><strong>Fitas adesivas </strong></a>e muito mais</p>";28.037.00;;Pacote / Caixa;20;45;20;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/f230dde951fa0908aa49052805579704.png;;;;;;Bobinas > Papel Kraft > Kraft Natural;;;MHM Embalagens;;Não;0;;;;;;;;Bobina de Papel Kraft 40cm X 200mt;"Otimize a proteção dos seus produtos com nossa Bobina de Papel Kraft 40cm X 200mt 80gr, garantindo resistência e durabilidade. Adquira agora!""";papel kraft,papel semi kraft,papel ktaft para embalar,papel kraft 40 cm,papel kraft protecao,papel kraft campinas,bobina de papel kraft;papel-kraft-40cm;0;Não;;;;;;0;Sim;
336267557;273;Bobina de Papel Kraft 60cm X 140mt 80gr;UN;4804.29.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;133;0;;Ativo;6;81,843;421;;;0;6;6;6;7898377456734;;"<h3><strong>Bobina de Papel Kraft</strong></h3> <p>O papel Kraft é um material amplamente reconhecido por sua resistência, durabilidade e versatilidade, sendo utilizado em diversas indústrias e aplicações cotidianas. Fabricado a partir de fibras de celulose virgens ou recicladas, o papel Kraft possui uma aparência rústica e natural, frequentemente associada à sustentabilidade e robustez.<br>O papel Kraft é uma solução ideal para quem busca um material resistente, sustentável e versátil, capaz de atender a diversas necessidades com eficiência e estilo. Seja para uso industrial, comercial ou artesanal, o papel Kraft oferece uma combinação única de durabilidade e estética natural, tornando-se uma escolha confiável e ecologicamente consciente.</p> <h3><strong>Especificações:</strong></h3> <p>Material: Kraft Natural 80g</p> <p>Largura: 60cm</p> <p>Comprimento: 140 metros</p> <p>Gramatura: 80gr/m²</p> <h3><strong>Recomendado Para:</strong></h3> <ul> <li>E-commerce / Loja Virtual</li> <li>Transportadoras</li> <li>Correios</li> <li>Courrier</li> <li>Envio de documentos</li> <li>Instituições financeira</li> <li>Indústria</li> </ul> <p> </p> <p>??Na MHM Caixas e Embalagens você também encontra: <a href=""https://new.mhmcaixas.com.br/caixas-para-ecommerce/""><strong>Caixas de Papelão para Correios</strong></a>, <strong><a href=""https://new.mhmcaixas.com.br/sacos-e-sacolas/"">Sacos e Sacolas</a>,</strong> <a href=""https://new.mhmcaixas.com.br/fitas-adesivas/""><strong>Fitas adesivas </strong></a>e muito mais</p>";28.058.00;;Pacote / Caixa;15;60;15;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/405fd0644d01940967790cd62e3410ba.jpg;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/a495020f2886bed5a69796777871867d.jpg;;;;;Bobinas > Papel Kraft > Kraft Natural;;;Pack pel;;Não;0;;;;;;;;Bobina de Papel Kraft 60cm X 140mt 80gr;"Otimize a proteção dos seus produtos com nossa Bobina de Papel Kraft 60cm X 140mt 80gr, garantindo resistência e durabilidade. Adquira agora!""";Papel Kraft,papel kraft para embalar,papel kraft 60cm,papel kraft campinas,bobina de papel kraft;papel-kraft-60cm;0;Não;;;;;;0;Sim;
336267589;274;Bobina de Papel Kraft 60cm X 3mt 80gr;UN;4804.29.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;3,5;0;;Ativo;161;0,37;;;;0;0;0;0;7893583661941;;A bobina de papel Kraft de 60cm x 3m, com 80g/m², é a escolha ideal para uma ampla gama de aplicações. Com sua resistência e versatilidade, este papel é perfeito para embrulhar, embalar e proteger produtos de diferentes tamanhos e formatos. Sua composição de alta qualidade proporciona uma barreira eficaz contra rasgos e impactos, garantindo a segurança dos itens embalados. Ideal para uso doméstico, comercial ou industrial, esta bobina de papel Kraft é uma opção confiável para atender às suas necessidades de embalagem e proteção.<br /> ___________________________________________________________________________<br /> <br /> Extensão: 160MT<br /> Largura:60cm;28.058.00;;;5;60;5;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/e46e47a636903c04cb1dd81e69f56f89.png;;;;;;Bobinas > Papel Kraft > Kraft Natural;;;MHM Embalagens;;Não;0;;;;;;;;Bobina de Papel Kraft 60cm X 3mt 80gr;"Otimize a proteção dos seus produtos com nossa Bobina de Papel Kraft 60cm X 3mt 80gr, garantindo resistência e durabilidade. Adquira agora!""";Papel Kraft;;0;Não;;;;;;0;Sim;
336267613;275;Bobina de Papel Kraft 80cm X 140mt x 9kg 80gr;UN;4804.29.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;176,8;0;;Ativo;0;107,1;416;;;0;0;13,62;13,62;7898655464116;;"<h3><strong>Bobina de Papel Kraft</strong></h3> <p>O papel Kraft é um material amplamente reconhecido por sua resistência, durabilidade e versatilidade, sendo utilizado em diversas indústrias e aplicações cotidianas. Fabricado a partir de fibras de celulose virgens ou recicladas, o papel Kraft possui uma aparência rústica e natural, frequentemente associada à sustentabilidade e robustez.<br>O papel Kraft é uma solução ideal para quem busca um material resistente, sustentável e versátil, capaz de atender a diversas necessidades com eficiência e estilo. Seja para uso industrial, comercial ou artesanal, o papel Kraft oferece uma combinação única de durabilidade e estética natural, tornando-se uma escolha confiável e ecologicamente consciente.</p> <h3><strong>Especificações:</strong></h3> <p>Material: Kraft Natural 80g</p> <p>Largura: 80cm</p> <p>Comprimento: 140 metros</p> <p>Gramatura: 80gr/m²</p> <h3><strong>Recomendado Para:</strong></h3> <ul> <li>E-commerce / Loja Virtual</li> <li>Transportadoras</li> <li>Correios</li> <li>Courrier</li> <li>Envio de documentos</li> <li>Instituições financeira</li> <li>Indústria</li> </ul> <p> </p> <p>??Na MHM Caixas e Embalagens você também encontra: <a href=""https://new.mhmcaixas.com.br/caixas-para-ecommerce/""><strong>Caixas de Papelão para Correios</strong></a>, <strong><a href=""https://new.mhmcaixas.com.br/sacos-e-sacolas/"">Sacos e Sacolas</a>,</strong> <a href=""https://new.mhmcaixas.com.br/fitas-adesivas/""><strong>Fitas adesivas </strong></a>e muito mais</p>";;;Pacote / Caixa;80;18;18;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/bb83fe4eab74fa33ac7556c3fbda94d1.jpg;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/52695747b57cc87861780824cd9bec55.jpg;;;;;Bobinas > Papel Kraft > Kraft Natural;;;;;Não;0;;;;;;;;Bobina de Papel Kraft 80cm X 140mt;Para uma escolha inteligente para quem busca um material confiável utilize Bobina de Papel Kraft , resistente e ecologicamente consciente, capaz de atender a diversas demandas com eficiência e estilo. Confira!;papel kraft,papel kraft para embalar,papel kraft 80cm,papel kraft protecao,papel kraft campinas,bobina de papel kraft;papel-kraft-bobina-80cm-80gr;0;Não;;;;;;0;Sim;
336267620;276;Bobina de Papel Kraft 80cm X 200mt 80gr;UN;4804.29.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;213,6;0;;Ativo;5;133,502;PA00318;;;0;2;13,3;0;7898377456741;;<p>A bobina de papel Kraft de 80cm x 200m, é a escolha ideal para uma ampla gama de aplicações. Com sua resistência e versatilidade, este papel é perfeito para embrulhar, embalar e proteger produtos de diferentes tamanhos e formatos. Sua composição de alta qualidade proporciona uma barreira eficaz contra rasgos e impactos, garantindo a segurança dos itens embalados. Ideal para uso doméstico, comercial ou industrial, esta bobina de papel Kraft é uma opção confiável para atender às suas necessidades de embalagem e proteção.<br>___________________________________________________________________________<br><br>Extensão: 200MT<br>Largura:80cm</p>;28.058.00;;Pacote / Caixa;18;80;18;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/2b5ead11cd0bde6e51c9ddc1b269d3fc.jpg;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/d24f51f1da1bd798eae4f2566340aa76.jpg;;;;;Bobinas > Papel Kraft > Kraft Natural;;;Pack pel;;Não;0;;;;;;;;Bobina de Papel Kraft 80cm X 200mt 80gr;"Otimize a proteção dos seus produtos com nossa Bobina de Papel Kraft 80cm X 200mt 80gr, garantindo resistência e durabilidade. Adquira agora!""";Papel Kraft;;0;Não;;;;;;0;Sim;
336267645;277;Bobina de Papel Manilha/ Strong Branco 40cm x 150mt;KG;4804.29.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;12;0;;Ativo;-59,28;7,5;805;;;0;3;6;6;7898401589247;;<h3><strong>BOBINA PAPEL MANILHA 40CM</strong></h3> <p>O papel manilha é um papel reciclado, também conhecido como papel strong ou papel HD branco. Algumas pessoas também o denominam de papel jornal. Pode ser fabricado em duas tonalidades, branco ou rosa. Trata-se de um produto amplamente utilizado para embalagem. Pode ser utilizado em  embalagem e separação de peças industriais, na proteção de perfis de alumínio, separação de vidros, embalagem de louças ou cristais, proteção de frutas, empacotamento de itens em mercados e papelarias, enchimento de caixas para remessa pelos correios, mudanças e transportes… enfim, seu uso é bastante diversificado. E é um dos papéis mais econômicos do mercado.</p> <p><strong>**Consultar estoque antes de finalizar a compra**</strong></p> <h3><strong>Especificações:</strong></h3> <p>Cor: Branco</p> <p>Bobina com aproximadamente 150mt.</p> <h3><strong>Recomendado Para:</strong></h3> <ul> <li>E-commerce / Loja Virtual</li> <li>Transportadoras</li> <li>Correios</li> <li>Courrier</li> <li>Entre outros</li> </ul>;28.058.00;;Pacote / Caixa;19;40;19;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/085ab4376d0a73c32a9ab859ca539b1e.jpg;;;;;;Bobinas > Papel Manilha;;;MHM Embalagens;;Não;0;;;;;;;;Bobina de Papel Manilha/ Strong Branco 40cm x 150mt;"Otimize a proteção dos seus produtos com nossa Bobina de Papel Manilha/ Strong Branco 40cm x 150mt, garantindo resistência e durabilidade. Adquira agora!""";Papel Hd,Papel Strong,papel jornal,papel branco,papel manilha,bobina manilha 40x150;bobina-papel-strong-40-cm;0;Não;;;;;;0;Sim;
336267664;278;Bobina de Papel Manilha/ Strong Branco 60cm x 10mt;KG;4804.29.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;12;0;;Ativo;-3,63;7,5;;;;0;0;0,4;0,4;;;<p>A Bobina de Papel Manilha/ Strong Branco 60cm x 10mt é um produto versátil e resistente, ideal para uma variedade de usos. Com seu tamanho generoso de 60cm x 10 metros, esta bobina de papel é perfeita para envolver pacotes, proteger superfícies ou criar trabalhos artísticos e artesanais. Sua cor branca adiciona um toque limpo e profissional a qualquer projeto, enquanto sua resistência garante durabilidade. Seja para uso doméstico, comercial ou criativo, esta bobina de papel é uma escolha confiável e prática.<br>___________________________________________________________________________<br><br>Extensão: 10MT<br>Largura:60cm</p>;28.058.00;;Pacote / Caixa;6;60;6;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/0ab6181bcbedb56114f3adc1fee096d0.png;;;;;;Bobinas > Papel Manilha;;;MHM Embalagens;;Não;0;;;;;;;;Bobina de Papel Manilha/ Strong Branco 60cm x 10mt;"Otimize a proteção dos seus produtos com nossa Bobina de Papel Manilha/ Strong Branco 60cm x 10mt, garantindo resistência e durabilidade. Adquira agora!""";Papel Hd,Papel Strong;;0;Não;;;;;;0;Sim;
336267684;279;Bobina de Papel Manilha/ Strong Branco 60cm x 200mt;KG;4804.29.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;12;0;;Ativo;27,09;7,5;806;;;0;3;8;0;7898401589254;;<h3><strong>BOBINA PAPEL MANILHA 60CM</strong></h3> <p>O papel manilha é um papel reciclado, também conhecido como papel strong ou papel HD branco. Algumas pessoas também o denominam de papel jornal. Pode ser fabricado em duas tonalidades, branco ou rosa. Trata-se de um produto amplamente utilizado para embalagem. Pode ser utilizado em  embalagem e separação de peças industriais, na proteção de perfis de alumínio, separação de vidros, embalagem de louças ou cristais, proteção de frutas, empacotamento de itens em mercados e papelarias, enchimento de caixas para remessa pelos correios, mudanças e transportes… enfim, seu uso é bastante diversificado. E é um dos papéis mais econômicos do mercado.</p> <p><strong>**Consultar estoque antes de finalizar a compra**</strong></p> <h3><strong>Especificações:</strong></h3> <p>Cor: Branco</p> <p>Bobina com aproximadamente 200mt.</p> <h3><strong>Recomendado Para:</strong></h3> <ul> <li>E-commerce / Loja Virtual</li> <li>Transportadoras</li> <li>Correios</li> <li>Courrier</li> <li>Entre outros</li> </ul>;28.058.00;;Pacote / Caixa;19;60;19;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/85c7a36256c1f98dbd71fef590b7301c.jpg;;;;;;Bobinas > Papel Manilha;;;MHM Embalagens;;Não;0;;;;;;;;Bobina de Papel Manilha/ Strong Branco 60cm x 200mt;"Otimize a proteção dos seus produtos com nossa Bobina de Papel Manilha/ Strong Branco 60cm x 200mt, garantindo resistência e durabilidade. Adquira agora!""";Papel Hd,Papel Strong,papel jornal,papel branco,papel manilha,bobina manilha 60x200;bobina-papel-manilha-60-cm;0;Não;;;;;;0;Sim;
336267700;280;Bobina de Papel Semi Kraft 120cm X 200mt x 10kg 80gr;UN;4805.91.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;120,75;0;;Ativo;49;75,46;460;;;0;0;20,21;20,12;7898655460279;;"<h3><strong>Bobina de Papel Semi Kraft</strong></h3> <p>O papel semi Kraft é um material versátil e resistente, ideal para diversas aplicações tanto industriais quanto artesanais. Composto por uma mistura de fibras virgens e recicladas, o papel semi Kraft combina a robustez do papel Kraft tradicional com um toque de leveza e flexibilidade, oferecendo uma opção sustentável e econômica para múltiplas necessidades.<br>O papel semi Kraft é uma escolha inteligente para quem busca um material confiável, resistente e ecologicamente consciente, capaz de atender a diversas demandas com eficiência e estilo.</p> <h3><strong>Especificações:</strong></h3> <p>Material: Reciclado</p> <p>Largura: 120cm</p> <p>Comprimento: 200 metros</p> <p>Gramatura: 80gr/m²</p> <h3><strong>Recomendado Para:</strong></h3> <ul> <li>E-commerce / Loja Virtual</li> <li>Transportadoras</li> <li>Correios</li> <li>Courrier</li> <li>Envio de documentos</li> <li>Instituições financeira</li> <li>Indústria</li> <li>Mudança</li> </ul> <p> </p> <p>??Na MHM Caixas e Embalagens você também encontra: <a href=""https://new.mhmcaixas.com.br/caixas-para-ecommerce/""><strong>Caixas de Papelão para Correios</strong></a>, <strong><a href=""https://new.mhmcaixas.com.br/sacos-e-sacolas/"">Sacos e Sacolas</a>,</strong> <a href=""https://new.mhmcaixas.com.br/fitas-adesivas/""><strong>Fitas adesivas </strong></a>e muito mais</p>";28.037.00;;Pacote / Caixa;25;1,3;25;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/5ad69f9be4bec14168610147e23965df.png;;;;;;Bobinas > Papel Kraft > Semi Kraft;;;MHM Embalagens;;Não;0;;;;;;;;Bobina de Papel Semi Kraft 120cm X 200mt;Bobina de Papel Semi Kraft: alta resistência, versatilidade para embalagens, artesanato e uso industrial e proteção. Disponível em diversos tamanhos. Confira!;papel kraft,papel semi kraft,papel kraft paras embalar,papel semi kraft campinas,papel kraft campinas,papel semi kraft 120cm,papel semi kraft protecao,bobina de papel semi kraft;;0;Não;;;;;;0;Sim;
336267732;281;Bobina de Papel Semi Kraft 40cm X 140mt 4,5kg 80gr;UN;4805.91.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;57,6;0;;Ativo;1;27;462;;;0;0;4,5;4,5;7898655460255;;"<h3><strong>Bobina de Papel Semi Kraft</strong></h3> <p>O papel semi Kraft é um material versátil e resistente, ideal para diversas aplicações tanto industriais quanto artesanais. Composto por uma mistura de fibras virgens e recicladas, o papel semi Kraft combina a robustez do papel Kraft tradicional com um toque de leveza e flexibilidade, oferecendo uma opção sustentável e econômica para múltiplas necessidades.<br>O papel semi Kraft é uma escolha inteligente para quem busca um material confiável, resistente e ecologicamente consciente, capaz de atender a diversas demandas com eficiência e estilo.</p> <h3><strong>Especificações:</strong></h3> <p>Material: Reciclado</p> <p>Largura: 40cm</p> <p>Comprimento: 140 metros</p> <p>Gramatura: 80gr/m²</p> <h3><strong>Recomendado Para:</strong></h3> <ul> <li>E-commerce / Loja Virtual</li> <li>Transportadoras</li> <li>Correios</li> <li>Courrier</li> <li>Envio de documentos</li> <li>Instituições financeira</li> <li>Indústria</li> <li>Mudança</li> </ul> <p> </p> <p>??Na MHM Caixas e Embalagens você também encontra: <a href=""https://new.mhmcaixas.com.br/caixas-para-ecommerce/""><strong>Caixas de Papelão para Correios</strong></a>, <strong><a href=""https://new.mhmcaixas.com.br/sacos-e-sacolas/"">Sacos e Sacolas</a>,</strong> <a href=""https://new.mhmcaixas.com.br/fitas-adesivas/""><strong>Fitas adesivas </strong></a>e muito mais</p>";28.037.00;;Pacote / Caixa;18;45;18;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/646bf285bc1a97ff151e09ad6797c8f6.png;;;;;;Bobinas > Papel Kraft > Semi Kraft;;;MHM Embalagens;;Não;0;;;;;;;;Bobina de Papel Semi Kraft 40cm X 140mt 4,5kg 80gr;Bobina de Papel Semi Kraft: alta resistência, versatilidade para embalagens, artesanato e uso industrial e proteção. Disponível em diversos tamanhos. Confira!;papel kraft,papel semi kraft,papel kraft para embalar,papel semi kraft 40cm,papel semi kraft protecao,papel kraft campinas,bobina de papel semi kraft;;0;Não;;;;;;0;Sim;
336267756;282;Bobina de Papel Semi Kraft 60cm X 140mt x 7kg 60gr;UN;4805.91.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;73,6;0;;Ativo;17;44,98;461;;;0;0;7,37;7,37;7898655460262;;"<h3><strong>Bobina de Papel Semi Kraft</strong></h3> <p>O papel semi Kraft é um material versátil e resistente, ideal para diversas aplicações tanto industriais quanto artesanais. Composto por uma mistura de fibras virgens e recicladas, o papel semi Kraft combina a robustez do papel Kraft tradicional com um toque de leveza e flexibilidade, oferecendo uma opção sustentável e econômica para múltiplas necessidades.<br>O papel semi Kraft é uma escolha inteligente para quem busca um material confiável, resistente e ecologicamente consciente, capaz de atender a diversas demandas com eficiência e estilo.</p> <h3><strong>Especificações:</strong></h3> <p>Material: Reciclado</p> <p>Largura: 60cm</p> <p>Comprimento: 140 metros</p> <p>Gramatura: 80gr/m²</p> <h3><strong>Recomendado Para:</strong></h3> <ul> <li>E-commerce / Loja Virtual</li> <li>Transportadoras</li> <li>Correios</li> <li>Courrier</li> <li>Envio de documentos</li> <li>Instituições financeira</li> <li>Indústria</li> <li>Mudança</li> </ul> <p> </p> <p>??Na MHM Caixas e Embalagens você também encontra: <a href=""https://new.mhmcaixas.com.br/caixas-para-ecommerce/""><strong>Caixas de Papelão para Correios</strong></a>, <strong><a href=""https://new.mhmcaixas.com.br/sacos-e-sacolas/"">Sacos e Sacolas</a>,</strong> <a href=""https://new.mhmcaixas.com.br/fitas-adesivas/""><strong>Fitas adesivas </strong></a>e muito mais</p>";28.037.00;;Pacote / Caixa;18;65;18;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/db69e0d2787035af60c8773a5369e31d.png;;;;;;Bobinas > Papel Kraft > Semi Kraft;;;MHM Embalagens;;Não;0;;;;;;;;Bobina de Papel Semi Kraft 60cm X 140mt;Bobina de Papel Semi Kraft: alta resistência, versatilidade para embalagens, artesanato e uso industrial e proteção. Disponível em diversos tamanhos. Confira!;papel kraft,papel semi kraft,papel para embalagens,papel semi kraft 60cm,papel semi kraft campinas,papel semi kraft para protecao,papel kraft campinas,bobina de papel semi kraft;;0;Não;;;;;;0;Sim;
336267772;283;Bobina de Papelão Ondulado 1,20X10mt 280gr/m²;UN;4808.90.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;35;0;;Ativo;5;19;08026a;;;0;50;3,8;3,4;7895719461593;;"<h3><strong>Bobina de Papelão Ondulado</strong></h3> <p>O papelão ondulado, fabricado a partir de misturas de fibras de papéis recicláveis e é ideal para embalar ou forrar objeto com segurança.<br>É 100% reciclado, ou misto, não agride a natureza, maior economia de custos e possui toda qualidade necessária, com predominância na cor castanho claro ou escuro podendo ter uma leve variação de tonalidade tolerada dentro das normas e especificações técnicas<br>Ideal para pacotes leves e forrações</p> <h3><strong>Especificações:</strong></h3> <p>Material: Papelão Ondulado</p> <p>Largura: 1,20 metros</p> <p>Comprimento: 10 metros</p> <p>Gramatura: Aprox 280gr/m²</p> <h3><strong>Recomendado Para:</strong></h3> <ul> <li>Pintura</li> <li>Transportadoras</li> <li>Correios</li> <li>Courrier</li> <li>Envio de documentos</li> <li>Indústria</li> <li>Mudanças</li> <li>Proteção</li> </ul> <p>??Na MHM Caixas e Embalagens você também encontra: <a href=""https://new.mhmcaixas.com.br/caixas-para-ecommerce/""><strong>Caixas de Papelão para Correios</strong></a>, <strong><a href=""https://new.mhmcaixas.com.br/sacos-e-sacolas/"">Sacos e Sacolas</a>,</strong> <a href=""https://new.mhmcaixas.com.br/fitas-adesivas/""><strong>Fitas adesivas </strong></a>e muito mais</p>";28.057.00;;Pacote / Caixa;25;1,2;25;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/49e63eb504cc5dff9f87e0f2802d50ea.jpg;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/ac874921a07b334bd498d533c7950b89.jpg;;;;;Bobinas > Papel Ondulado;;;MHM Embalagens;;Não;0;;;;;;;;Bobina de Papelão Ondulado 1,20X10mt 280gr/m²;"Otimize a proteção dos seus produtos com nossa Bobina de Papelão Ondulado 1,20X10mt 280gr/m² garantindo resistência e durabilidade. Adquira agora!""";Papelão Ondulado,papelao salva piso,papelao para obras,papelao para pintura,papelao para embalagens,papelao ondulado rolo,papelao ondulado 10m;bobina-papelao-ondulado-120-x-10-metros/;0;Não;;;;;;0;Sim;
336267794;284;Bobina de Papelão Ondulado 1,20X40mt 280gr/m²;UN;4808.90.00;0 - Nacional, exceto as indicadas nos códigos 3 a 5;114;0;;Ativo;35;75;01273;;;0;20;13,4;13,4;7896548313725;;"<h3><strong>Bobina de Papelão Ondulado</strong></h3> <p>O papelão ondulado, fabricado a partir de misturas de fibras de papéis recicláveis e é ideal para embalar ou forrar objeto com segurança.<br>É 100% reciclado, ou misto, não agride a natureza, maior economia de custos e possui toda qualidade necessária,com predominância na cor castanho claro ou escuro podendo ter uma leve variação de tonalidade tolerada dentro das normas e especificações técnicas<br>Ideal para pacotes leves e forrações</p> <h3><strong>Especificações:</strong></h3> <p>Material: Papelão Ondulado</p> <p>Largura: 1,20 metros</p> <p>Comprimento: 40 metros</p> <p>Gramatura: Aprox 280gr/m²</p> <h3><strong>Recomendado Para:</strong></h3> <ul> <li>Pintura</li> <li>Transportadoras</li> <li>Correios</li> <li>Courrier</li> <li>Envio de documentos</li> <li>Indústria</li> <li>Mudanças</li> <li>Proteção</li> </ul> <p> </p> <p>??Na MHM Caixas e Embalagens você também encontra: <a href=""https://new.mhmcaixas.com.br/caixas-para-ecommerce/""><strong>Caixas de Papelão para Correios</strong></a>, <strong><a href=""https://new.mhmcaixas.com.br/sacos-e-sacolas/"">Sacos e Sacolas</a>,</strong> <a href=""https://new.mhmcaixas.com.br/fitas-adesivas/""><strong>Fitas adesivas </strong></a>e muito mais</p>";28.057.00;;Pacote / Caixa;50;1,2;50;0;S;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/257098de8e5d320d71648f0142d8f534.jpg;https://s3.amazonaws.com/tiny-anexos-us/erp/MTI0Mjk0MDc0MA/5e7033030b3a20c95aff01ff6f9a7a32.jpg;;;;;Bobinas > Papel Ondulado;;;MHM Embalagens;;Não;0;;;;;;;;Bobina de Papelão Ondulado 1,20X40mt 280gr/m²;"Otimize a proteção dos seus produtos com nossa Bobina de Papelão Ondulado 1,20X40mt 280gr/m² garantindo resistência e durabilidade. Adquira agora!""";papelao ondulado,papelao salva piso,papelao obras,papelao para pinturas,papelao para embalagens,papelao ondulado 40m,papelao ondulado rolo;papelao-ondulado-fabricante-distribuidor/;0;Não;;;;;;0;Sim;
